Strain,low_iron,low_zinc,high-1.5_lipid,high_carbs,high_prot,micro_oxygen,Phylum,Class,Order,Family,Genus,Species
Bifidobacterium bifidum PRL2010,0.010032653808592558,0.0,1.0,1.4689356967658722,2.579319122394451,1.2486745728710984,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum
Neisseria mucosa ATCC 25996,0.16386413574218733,0.0,1.0,1.328071064533712,2.3426721871085583,1.4521853874030672,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria mucosa
Helicobacter cinaedi CCUG 18818 = ATCC BAA-847,0.16534423828124808,0.0,1.0,1.0,2.3557891383978338,1.6957318044274579,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter cinaedi
Corynebacterium glucuronolyticum ATCC 51867,0.16929626464843672,0.0,1.0,1.076752103306594,2.063110937194288,1.3927607121893963,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glucuronolyticum
Gordonibacter pamelaeae 7-10-1-b,0.10299682617187517,0.0,1.0,1.0,2.1028962847144688,1.4103938649393197,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter pamelaeae
Fusobacterium nucleatum subsp. animalis 3_1_33,0.999969482421875,0.0,1.0495805210370288,1.0928741142580805,3.0307092243318854,1.0755903193927547,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
Fusobacterium periodonticum 2_1_31,0.9999847412109379,0.0,1.0,1.328202045973065,2.9145548659323426,1.0890513455830046,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium periodonticum
Neisseria flavescens SK114,0.9999694824218749,0.0,1.0,1.1747888653586098,2.5673462097823596,1.5904625826040368,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria flavescens
Desulfovibrio piger ATCC 29098,0.8535232543945308,0.0,1.1975213013168085,1.0,2.0196372179331123,1.0567240660191857,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger
Bifidobacterium breve HPH0326,0.8572921752929688,0.0,1.0,1.3281866728581386,2.4022666589273296,1.313073194799165,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve
Porphyromonas gingivalis W83,0.8594131469726559,0.0,1.0,1.0,2.276293419883312,1.0830918434372698,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis
Fusobacterium nucleatum subsp. animalis D11,0.9999694824218748,0.0,1.0496197280479374,1.1014826764999615,2.391795344549436,1.055266190366444,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
Fusobacterium periodonticum 1_1_41FAA,0.9999771118164074,0.0,1.0451094671686678,1.2767407616410824,2.4667630694893905,1.0643136148413328,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium periodonticum
Capnocytophaga sputigena ATCC 33612,0.9999504089355472,0.9996910095214843,1.0,1.0950205194577896,1.29884252755503,1.140232415676774,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sputigena
Helicobacter canadensis MIT 98-5491,0.10006713867187246,0.9999084472656251,1.0,1.0,2.820156505627507,1.3846805826582311,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter canadensis
Capnocytophaga ochracea DSM 7271,0.10484313964843704,0.9988250732421877,1.0,1.0,1.662689695768907,1.3250204591463166,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga ochracea
Helicobacter pullorum MIT 98-5489,0.13339233398437497,0.9986877441406228,1.0,1.0,2.132802192225715,1.6868720186745139,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pullorum
Aliarcobacter butzleri RM4018,0.11523437499997902,0.0,1.0,1.0,12.683741186230005,8.632102861883189,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,Aliarcobacter butzleri
Helicobacter winghamensis ATCC BAA-430,0.09985351562497186,0.9992675781249861,1.0,1.0,7.719830028328788,7.540793201133311,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter winghamensis
Kocuria rhizophila DC2201,0.1684570312499824,0.0,1.0,1.0,5.491739077224324,5.389548402888269,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Kocuria,Kocuria rhizophila
Campylobacter hominis ATCC BAA-381,0.0,0.0,1.0,1.0,6.080513418903102,6.864255153636685,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter hominis
